Eruption Number,Volcano Name,Eruption Category,Evidence Type,Evidence Method,VEI,Start Year,Start Month,Start Day,End Year,End Month,End Day
22486,Cotopaxi,Confirmed,Observations,Reported,2.0,2022,10.0,21.0,2022.0,12.0,19.0
22481,Taal,Confirmed,Observations,Reported,1.0,2022,10.0,5.0,2022.0,10.0,29.0
22458,Turrialba,Confirmed,Observations,Reported,1.0,2022,7.0,17.0,2022.0,7.0,17.0
22453,Ulawun,Confirmed,Observations,Reported,2.0,2022,6.0,2.0,2022.0,6.0,2.0
22454,Raung,Confirmed,Observations,Satellite (infrared),2.0,2022,5.0,14.0,2022.0,9.0,27.0
22445,Gaua,Confirmed,Observations,Reported,1.0,2022,5.0,3.0,2022.0,5.0,3.0
22451,Purace,Confirmed,Observations,Reported,1.0,2022,3.0,29.0,2022.0,3.0,29.0
22430,Ambrym,Confirmed,Observations,Reported,1.0,2022,1.0,25.0,2022.0,2.0,2.0
22456,Chikurachki,Confirmed,Observations,Satellite (visual),2.0,2022,1.0,17.0,2022.0,10.0,17.0
22431,Wolf,Confirmed,Observations,Reported,2.0,2022,1.0,6.0,2022.0,4.0,14.0
22396,"Fournaise, Piton de la",Confirmed,Observations,Seismicity,0.0,2021,12.0,22.0,2022.0,1.0,17.0
22429,Hunga Tonga-Hunga Ha'apai,Confirmed,Observations,Reported,5.0,2021,12.0,20.0,2022.0,1.0,15.0
22420,Ambae,Confirmed,Observations,Reported,1.0,2021,12.0,5.0,2022.0,8.0,15.0
22423,Pinatubo,Confirmed,Observations,Reported,1.0,2021,11.0,30.0,2021.0,11.0,30.0
22421,Iliwerung,Confirmed,Observations,Reported,0.0,2021,11.0,28.0,2021.0,11.0,29.0
22475,Gaua,Confirmed,Observations,Reported,1.0,2021,11.0,16.0,2021.0,11.0,16.0
22452,Taal,Confirmed,Observations,Reported,2.0,2021,11.0,15.0,2022.0,4.0,1.0
22425,Turrialba,Confirmed,Observations,Reported,1.0,2021,11.0,3.0,2022.0,2.0,28.0
22424,Asosan,Confirmed,Observations,Reported,2.0,2021,10.0,14.0,2021.0,10.0,20.0
22419,Kavachi,Confirmed,Observations,Reported,0.0,2021,10.0,2.0,2022.0,12.0,19.0
22416,Kilauea,Confirmed,Observations,Reported,0.0,2021,9.0,29.0,2023.0,1.0,6.0
22417,La Palma,Confirmed,Observations,Reported,3.0,2021,9.0,19.0,2021.0,12.0,13.0
22407,Nishinoshima,Confirmed,Observations,Reported,2.0,2021,8.0,14.0,2021.0,8.0,15.0
22408,Fukutoku-Oka-no-Ba,Confirmed,Observations,Reported,4.0,2021,8.0,13.0,2021.0,9.0,12.0
22410,Chirinkotan,Confirmed,Observations,Reported,2.0,2021,8.0,8.0,2021.0,8.0,26.0
22411,Pavlof,Confirmed,Observations,Reported,2.0,2021,8.0,5.0,2022.0,12.0,7.0
22409,Pagan,Confirmed,Observations,Reported,2.0,2021,7.0,29.0,2021.0,9.0,6.0
22405,Sirung,Confirmed,Observations,Reported,1.0,2021,7.0,21.0,2021.0,7.0,21.0
22414,Ulawun,Confirmed,Observations,Reported,2.0,2021,7.0,9.0,2021.0,11.0,29.0
22413,Copahue,Confirmed,Observations,Reported,1.0,2021,7.0,2.0,2021.0,11.0,6.0
22406,Taal,Confirmed,Observations,Reported,1.0,2021,7.0,1.0,2021.0,7.0,9.0
22412,Rincon de la Vieja,Confirmed,Observations,Reported,2.0,2021,6.0,28.0,2022.0,12.0,19.0
22403,Turrialba,Confirmed,Observations,Reported,1.0,2021,6.0,13.0,2021.0,7.0,23.0
22426,Krakatau,Confirmed,Observations,Reported,2.0,2021,5.0,25.0,2022.0,12.0,19.0
22401,Great Sitkin,Confirmed,Observations,Reported,2.0,2021,5.0,25.0,2022.0,12.0,19.0
22397,Dieng Volcanic Complex,Confirmed,Observations,Reported,1.0,2021,4.0,29.0,2021.0,4.0,29.0
22402,Telica,Confirmed,Observations,Reported,1.0,2021,4.0,21.0,2022.0,3.0,29.0
22404,Tengger Caldera,Uncertain,Observations,Satellite (infrared),0.0,2021,4.0,15.0,2021.0,10.0,22.0
22395,"Fournaise, Piton de la",Confirmed,Observations,Seismicity,0.0,2021,4.0,9.0,2021.0,5.0,24.0
22435,Chikurachki,Confirmed,Observations,Satellite (visual),1.0,2021,3.0,21.0,2021.0,8.0,25.0
22399,Fagradalsfjall,Confirmed,Observations,Reported,0.0,2021,3.0,19.0,2021.0,9.0,18.0
22393,Veniaminof,Confirmed,Observations,Reported,1.0,2021,2.0,28.0,2021.0,4.0,5.0
22392,Semisopochnoi,Confirmed,Observations,Reported,2.0,2021,2.0,2.0,2022.0,11.0,7.0
22383,Raung,Confirmed,Observations,Reported,2.0,2021,1.0,21.0,2021.0,4.0,14.0
22381,Merapi,Confirmed,Observations,Reported,1.0,2020,12.0,31.0,2022.0,12.0,19.0
22394,San Cristobal,Confirmed,Observations,Reported,3.0,2020,12.0,27.0,2022.0,6.0,26.0
22385,Soufriere St. Vincent,Confirmed,Observations,Reported,4.0,2020,12.0,27.0,2021.0,4.0,22.0
22382,Tengger Caldera,Confirmed,Observations,Reported,1.0,2020,12.0,26.0,2020.0,12.0,28.0
22380,Kilauea,Confirmed,Observations,Reported,0.0,2020,12.0,20.0,2021.0,5.0,23.0
22371,"Fournaise, Piton de la",Confirmed,Observations,Seismicity,0.0,2020,12.0,7.0,2020.0,12.0,8.0
22373,Lewotolok,Confirmed,Observations,Reported,2.0,2020,11.0,27.0,2022.0,10.0,23.0
22374,Kikai,Confirmed,Observations,Reported,1.0,2020,10.0,6.0,2020.0,10.0,6.0
22364,Kavachi,Confirmed,Observations,Reported,0.0,2020,9.0,2.0,2021.0,4.0,10.0
22391,Kuchinoerabujima,Confirmed,Observations,Reported,1.0,2020,8.0,29.0,2020.0,8.0,29.0
22365,Sinabung,Confirmed,Observations,Reported,3.0,2020,8.0,8.0,2021.0,9.0,23.0
22368,Telica,Confirmed,Observations,Reported,1.0,2020,7.0,20.0,2020.0,12.0,9.0
22367,Raung,Confirmed,Observations,Reported,1.0,2020,7.0,16.0,2020.0,10.0,3.0
22369,Turrialba,Confirmed,Observations,Reported,1.0,2020,6.0,18.0,2020.0,8.0,24.0
22376,Copahue,Confirmed,Observations,Reported,2.0,2020,6.0,16.0,2020.0,11.0,2.0
22361,Cleveland,Confirmed,Observations,Reported,3.0,2020,6.0,1.0,2020.0,6.0,1.0
22359,Kikai,Confirmed,Observations,Reported,1.0,2020,4.0,29.0,2020.0,4.0,29.0
22360,Karymsky,Confirmed,Observations,Reported,3.0,2020,4.0,1.0,2022.0,8.0,7.0
22354,Soputan,Confirmed,Observations,Reported,2.0,2020,3.0,23.0,2020.0,4.0,2.0
22357,Kavachi,Confirmed,Observations,Reported,0.0,2020,3.0,16.0,2020.0,4.0,30.0
22384,Sarychev Peak,Confirmed,Observations,Reported,1.0,2020,2.0,29.0,2021.0,11.0,26.0
22355,San Miguel,Confirmed,Observations,Reported,1.0,2020,2.0,22.0,2020.0,2.0,22.0
22343,"Fournaise, Piton de la",Confirmed,Observations,Seismicity,0.0,2020,2.0,10.0,2020.0,4.0,6.0
22346,Rincon de la Vieja,Confirmed,Observations,Reported,2.0,2020,1.0,30.0,2020.0,12.0,13.0
22347,Fernandina,Confirmed,Observations,Reported,0.0,2020,1.0,12.0,2020.0,1.0,13.0
22344,Taal,Confirmed,Observations,Reported,4.0,2020,1.0,12.0,2020.0,1.0,22.0
22345,Kuchinoerabujima,Confirmed,Observations,Reported,3.0,2020,1.0,11.0,2020.0,5.0,13.0
22338,Whakaari/White Island,Confirmed,Observations,Reported,2.0,2019,12.0,9.0,2019.0,12.0,9.0
22341,Semisopochnoi,Confirmed,Observations,Reported,1.0,2019,12.0,7.0,2020.0,6.0,19.0
22340,Nishinoshima,Confirmed,Observations,Reported,1.0,2019,12.0,5.0,2020.0,8.0,27.0
22339,Kikai,Confirmed,Observations,Reported,2.0,2019,11.0,2.0,2019.0,11.0,2.0
22334,Lateiki,Confirmed,Observations,Reported,1.0,2019,10.0,13.0,2019.0,10.0,22.0
22326,Asamayama,Confirmed,Observations,Reported,2.0,2019,8.0,7.0,2019.0,8.0,25.0
22460,Unnamed,Confirmed,Observations,Satellite (visual),3.0,2019,8.0,6.0,2019.0,8.0,8.0
22336,Copahue,Confirmed,Observations,Reported,2.0,2019,8.0,2.0,2019.0,11.0,12.0
22325,Tangkuban Parahu,Confirmed,Observations,Reported,1.0,2019,7.0,26.0,2019.0,9.0,17.0
22330,Shishaldin,Confirmed,Observations,Reported,3.0,2019,7.0,23.0,2020.0,5.0,4.0
22328,Semisopochnoi,Confirmed,Observations,Reported,1.0,2019,7.0,16.0,2019.0,8.0,24.0
22319,Ulawun,Confirmed,Observations,Reported,4.0,2019,6.0,26.0,2019.0,10.0,5.0
22324,Ubinas,Confirmed,Observations,Reported,2.0,2019,6.0,24.0,2019.0,9.0,12.0
22321,Raikoke,Confirmed,Observations,Reported,3.0,2019,6.0,22.0,2019.0,7.0,1.0
22318,"Fournaise, Piton de la",Confirmed,Observations,Seismicity,0.0,2019,6.0,11.0,2019.0,10.0,27.0
22322,Great Sitkin,Confirmed,Observations,Reported,1.0,2019,6.0,1.0,2019.0,6.0,7.0
22320,Sarychev Peak,Confirmed,Observations,Reported,2.0,2019,5.0,16.0,2019.0,10.0,7.0
22323,Colima,Confirmed,Observations,Reported,1.0,2019,5.0,11.0,2019.0,7.0,12.0
22317,Asosan,Confirmed,Observations,Reported,2.0,2019,4.0,16.0,2020.0,6.0,16.0
22310,Klyuchevskoy,Confirmed,Observations,Reported,2.0,2019,4.0,9.0,2021.0,3.0,20.0
22312,Sangay,Confirmed,Observations,Reported,2.0,2019,3.0,26.0,2022.0,12.0,19.0
22311,San Cristobal,Confirmed,Observations,Reported,1.0,2019,3.0,4.0,2019.0,3.0,4.0
22306,Tengger Caldera,Confirmed,Observations,Reported,2.0,2019,2.0,18.0,2019.0,7.0,28.0
22307,"Fournaise, Piton de la",Confirmed,Observations,Seismicity,0.0,2019,2.0,18.0,2019.0,3.0,10.0
22309,Karymsky,Confirmed,Observations,Reported,2.0,2019,2.0,16.0,2019.0,9.0,24.0
22303,Poas,Confirmed,Observations,Reported,2.0,2019,2.0,7.0,2019.0,9.0,30.0
22316,Sinabung,Confirmed,Observations,Reported,4.0,2019,2.0,6.0,2019.0,6.0,9.0
22313,Tinakula,Confirmed,Observations,Reported,2.0,2018,12.0,8.0,2022.0,12.0,12.0
22294,Karangetang,Confirmed,Observations,Reported,2.0,2018,11.0,25.0,2022.0,12.0,19.0
22297,Planchon-Peteroa,Confirmed,Observations,Reported,1.0,2018,11.0,7.0,2019.0,5.0,7.0
22296,Kuchinoerabujima,Confirmed,Observations,Reported,3.0,2018,10.0,21.0,2019.0,2.0,3.0
22295,Gamalama,Confirmed,Observations,Reported,1.0,2018,10.0,4.0,2018.0,10.0,6.0
22293,Soputan,Confirmed,Observations,Reported,3.0,2018,10.0,2.0,2018.0,12.0,16.0
22292,Barren Island,Confirmed,Observations,Reported,1.0,2018,9.0,25.0,2022.0,1.0,30.0
22286,Ulawun,Confirmed,Observations,Reported,2.0,2018,9.0,21.0,2018.0,10.0,12.0
22287,Ketoi,Uncertain,Observations,Reported,1.0,2018,9.0,21.0,2018.0,9.0,21.0
22288,Sarychev Peak,Confirmed,Observations,Reported,2.0,2018,9.0,8.0,2018.0,10.0,15.0
22289,Semisopochnoi,Confirmed,Observations,Reported,1.0,2018,9.0,8.0,2018.0,10.0,31.0
22290,Veniaminof,Confirmed,Observations,Reported,1.0,2018,9.0,4.0,2018.0,12.0,23.0
22281,Alaid,Confirmed,Observations,Reported,1.0,2018,8.0,20.0,2018.0,8.0,21.0
22283,Sangay,Confirmed,Observations,Reported,2.0,2018,8.0,8.0,2018.0,12.0,7.0
22282,Rincon de la Vieja,Confirmed,Observations,Reported,1.0,2018,7.0,28.0,2019.0,6.0,11.0
22280,Nishinoshima,Confirmed,Observations,Reported,1.0,2018,7.0,12.0,2018.0,7.0,21.0
22337,Mayotte,Confirmed,Observations,Seismicity,0.0,2018,7.0,3.0,2019.0,8.0,20.0
22279,"Negra, Sierra",Confirmed,Observations,Reported,2.0,2018,6.0,26.0,2018.0,8.0,23.0
22277,Telica,Confirmed,Observations,Reported,1.0,2018,6.0,21.0,2018.0,8.0,15.0
22275,Krakatau,Confirmed,Observations,Reported,3.0,2018,6.0,18.0,2020.0,4.0,17.0
22278,Fernandina,Confirmed,Observations,Reported,1.0,2018,6.0,16.0,2018.0,6.0,21.0
22276,Great Sitkin,Confirmed,Observations,Reported,1.0,2018,6.0,10.0,2018.0,8.0,11.0
22285,Ulawun,Confirmed,Observations,Reported,1.0,2018,6.0,8.0,2018.0,6.0,8.0
22264,Merapi,Confirmed,Observations,Reported,3.0,2018,5.0,11.0,2020.0,6.0,21.0
22265,Karymsky,Confirmed,Observations,Reported,3.0,2018,4.0,28.0,2018.0,9.0,30.0
22262,Marapi,Confirmed,Observations,Reported,2.0,2018,4.0,27.0,2018.0,5.0,2.0
22266,San Cristobal,Confirmed,Observations,Reported,1.0,2018,4.0,22.0,2018.0,4.0,22.0
22274,Kerinci,Confirmed,Observations,Reported,1.0,2018,4.0,21.0,2021.0,6.0,13.0
22315,Nyamulagira,Confirmed,Observations,Reported,0.0,2018,4.0,18.0,2022.0,12.0,19.0
22261,"Fournaise, Piton de la",Confirmed,Observations,Seismicity,0.0,2018,4.0,3.0,2018.0,11.0,1.0
22263,Dieng Volcanic Complex,Confirmed,Observations,Reported,1.0,2018,4.0,1.0,2018.0,4.0,1.0
22257,Kirishimayama,Confirmed,Observations,Reported,3.0,2018,3.0,1.0,2018.0,6.0,27.0
22259,Sangay,Confirmed,Observations,Reported,1.0,2018,2.0,25.0,2018.0,2.0,25.0
22256,Karangetang,Confirmed,Observations,Reported,1.0,2018,2.0,2.0,2018.0,2.0,2.0
22258,Kusatsu-Shiranesan,Confirmed,Observations,Reported,1.0,2018,1.0,23.0,2018.0,1.0,23.0
22251,San Miguel,Confirmed,Observations,Reported,1.0,2018,1.0,14.0,2018.0,5.0,30.0
22250,Mayon,Confirmed,Observations,Reported,2.0,2018,1.0,13.0,2019.0,10.0,12.0
22246,Kadovar,Confirmed,Observations,Reported,2.0,2018,1.0,5.0,2022.0,12.0,15.0
22249,Kanlaon,Confirmed,Observations,Reported,2.0,2017,12.0,9.0,2017.0,12.0,9.0
22241,Agung,Confirmed,Observations,Reported,3.0,2017,11.0,21.0,2019.0,6.0,13.0
22248,Dempo,Confirmed,Observations,Reported,1.0,2017,11.0,9.0,2017.0,11.0,9.0
22239,Tinakula,Confirmed,Observations,Reported,3.0,2017,10.0,21.0,2017.0,10.0,26.0
22308,Sarychev Peak,Confirmed,Observations,Reported,2.0,2017,10.0,12.0,2017.0,11.0,13.0
22242,Kirishimayama,Confirmed,Observations,Reported,2.0,2017,10.0,11.0,2017.0,10.0,17.0
22240,Ambae,Confirmed,Observations,Reported,3.0,2017,9.0,6.0,2018.0,10.0,30.0
22245,Fernandina,Confirmed,Observations,Reported,2.0,2017,9.0,4.0,2017.0,9.0,7.0
22252,San Cristobal,Confirmed,Observations,Reported,3.0,2017,8.0,18.0,2017.0,11.0,11.0
22273,Kerinci,Confirmed,Observations,Reported,1.0,2017,8.0,13.0,2017.0,8.0,13.0
22231,Sangay,Confirmed,Observations,Reported,2.0,2017,7.0,20.0,2017.0,10.0,26.0
22228,Sangeang Api,Confirmed,Observations,Reported,2.0,2017,7.0,15.0,2020.0,6.0,10.0
22224,"Fournaise, Piton de la",Confirmed,Observations,Seismicity,0.0,2017,7.0,14.0,2017.0,8.0,28.0
22225,Ulawun,Confirmed,Observations,Reported,1.0,2017,6.0,11.0,2017.0,11.0,3.0
22229,Bulusan,Confirmed,Observations,Reported,1.0,2017,6.0,5.0,2017.0,6.0,5.0
22226,Marapi,Confirmed,Observations,Reported,1.0,2017,6.0,4.0,2017.0,6.0,4.0
22230,Karymsky,Confirmed,Observations,Reported,3.0,2017,6.0,4.0,2018.0,1.0,27.0
22232,Copahue,Confirmed,Observations,Reported,1.0,2017,6.0,4.0,2018.0,12.0,7.0
22208,Rincon de la Vieja,Confirmed,Observations,Reported,2.0,2017,5.0,23.0,2018.0,3.0,15.0
22227,Dieng Volcanic Complex,Confirmed,Observations,Reported,1.0,2017,4.0,30.0,2017.0,7.0,2.0
22207,Nishinoshima,Confirmed,Observations,Reported,2.0,2017,4.0,18.0,2017.0,8.0,17.0
22209,Poas,Confirmed,Observations,Reported,1.0,2017,4.0,12.0,2017.0,11.0,6.0
22284,"Lengai, Ol Doinyo",Confirmed,Observations,Reported,0.0,2017,4.0,9.0,2022.0,11.0,19.0
22260,Kick 'em Jenny,Confirmed,Observations,Hydrophonic,0.0,2017,3.0,29.0,2017.0,3.0,29.0
22203,Aira,Confirmed,Observations,Reported,1.0,2017,3.0,25.0,2022.0,12.0,19.0
22198,Kambalny,Confirmed,Observations,Reported,3.0,2017,3.0,24.0,2017.0,4.0,10.0
22269,San Cristobal,Confirmed,Observations,Reported,1.0,2017,2.0,18.0,2017.0,4.0,19.0
22188,Krakatau,Confirmed,Observations,Reported,1.0,2017,2.0,17.0,2017.0,2.0,19.0
22184,"Fournaise, Piton de la",Confirmed,Observations,Seismicity,0.0,2017,1.0,31.0,2017.0,2.0,27.0
22185,Unnamed,Confirmed,Observations,Reported,0.0,2017,1.0,23.0,2017.0,1.0,31.0
22187,Barren Island,Confirmed,Observations,Reported,2.0,2017,1.0,15.0,2017.0,3.0,24.0
22192,San Miguel,Confirmed,Observations,Reported,1.0,2017,1.0,7.0,2017.0,1.0,7.0
22182,Bogoslof,Confirmed,Observations,Reported,3.0,2016,12.0,20.0,2017.0,8.0,30.0
22175,Chirinkotan,Confirmed,Observations,Reported,3.0,2016,11.0,29.0,2017.0,4.0,7.0
22202,Nyamulagira,Confirmed,Observations,Reported,0.0,2016,11.0,27.0,2017.0,5.0,2.0
22177,Zhupanovsky,Confirmed,Observations,Reported,2.0,2016,11.0,20.0,2016.0,11.0,20.0
22172,Kerinci,Confirmed,Observations,Reported,1.0,2016,11.0,15.0,2016.0,11.0,21.0
22467,Monowai,Uncertain,Uncertain,Unspecified,0.0,2016,11.0,11.0,2016.0,11.0,12.0
22158,Sabancaya,Confirmed,Observations,Reported,3.0,2016,11.0,6.0,2022.0,12.0,19.0
22176,Ebeko,Confirmed,Observations,Reported,2.0,2016,10.0,20.0,2021.0,11.0,9.0
22171,Ulawun,Confirmed,Observations,Reported,1.0,2016,10.0,11.0,2016.0,11.0,18.0
22174,Asosan,Confirmed,Observations,Reported,3.0,2016,10.0,7.0,2016.0,11.0,12.0
22178,Karymsky,Confirmed,Observations,Reported,2.0,2016,10.0,5.0,2016.0,10.0,8.0
22305,"Lengai, Ol Doinyo",Confirmed,Observations,Reported,0.0,2016,9.0,21.0,2016.0,10.0,13.0
22147,Whakaari/White Island,Confirmed,Observations,Reported,1.0,2016,9.0,13.0,2016.0,9.0,13.0
22181,Ubinas,Confirmed,Observations,Reported,2.0,2016,9.0,13.0,2017.0,3.0,2.0
22145,"Fournaise, Piton de la",Confirmed,Observations,Seismicity,0.0,2016,9.0,11.0,2016.0,9.0,18.0
22150,Gamalama,Confirmed,Observations,Reported,1.0,2016,8.0,3.0,2016.0,8.0,4.0
22149,Rinjani,Confirmed,Observations,Reported,2.0,2016,8.0,1.0,2016.0,9.0,27.0
22153,Chikurachki,Confirmed,Observations,Reported,2.0,2016,7.0,27.0,2016.0,8.0,29.0
22154,San Miguel,Confirmed,Observations,Reported,1.0,2016,6.0,18.0,2016.0,6.0,18.0
22151,Bulusan,Confirmed,Observations,Reported,2.0,2016,6.0,10.0,2017.0,3.0,2.0
22156,Poas,Confirmed,Observations,Reported,1.0,2016,6.0,5.0,2016.0,8.0,16.0
22144,"Fournaise, Piton de la",Confirmed,Observations,Seismicity,0.0,2016,5.0,26.0,2016.0,5.0,27.0
22121,Whakaari/White Island,Confirmed,Observations,Reported,1.0,2016,4.0,27.0,2016.0,4.0,27.0
22133,Bristol Island,Confirmed,Observations,Reported,1.0,2016,4.0,24.0,2016.0,7.0,19.0
22130,San Cristobal,Confirmed,Observations,Reported,2.0,2016,4.0,22.0,2016.0,4.0,22.0
22128,Cleveland,Confirmed,Observations,Reported,2.0,2016,4.0,16.0,2019.0,1.0,16.0
22125,Kerinci,Confirmed,Observations,Reported,2.0,2016,3.0,31.0,2016.0,6.0,9.0
22159,Zavodovski,Confirmed,Observations,Reported,1.0,2016,3.0,30.0,2016.0,5.0,16.0
22127,Chikurachki,Confirmed,Observations,Reported,2.0,2016,3.0,29.0,2016.0,3.0,31.0
22129,Pavlof,Confirmed,Observations,Reported,2.0,2016,3.0,27.0,2016.0,7.0,30.0
22237,Sangay,Confirmed,Observations,Reported,2.0,2016,3.0,25.0,2016.0,11.0,17.0
22114,Bulusan,Confirmed,Observations,Reported,2.0,2016,2.0,22.0,2016.0,2.0,22.0
22117,San Miguel,Confirmed,Observations,Reported,1.0,2016,1.0,12.0,2016.0,1.0,18.0
22119,"Chillan, Nevados de",Confirmed,Observations,Reported,2.0,2016,1.0,8.0,2022.0,10.0,16.0
22105,Soputan,Confirmed,Observations,Reported,3.0,2016,1.0,2.0,2016.0,2.0,7.0
22107,Momotombo,Confirmed,Observations,Reported,2.0,2015,12.0,1.0,2016.0,4.0,7.0
22106,Kanlaon,Confirmed,Observations,Reported,2.0,2015,11.0,24.0,2016.0,6.0,18.0
22111,Marapi,Confirmed,Observations,Reported,1.0,2015,11.0,14.0,2015.0,11.0,14.0
22103,Tengger Caldera,Confirmed,Observations,Reported,2.0,2015,11.0,12.0,2016.0,11.0,12.0
22110,Lascar,Confirmed,Observations,Reported,2.0,2015,10.0,30.0,2017.0,4.0,2.0
22104,Rinjani,Confirmed,Observations,Reported,2.0,2015,10.0,25.0,2015.0,12.0,24.0
22123,Langila,Confirmed,Observations,Reported,2.0,2015,10.0,22.0,2022.0,11.0,7.0
22108,Masaya,Confirmed,Observations,Reported,1.0,2015,10.0,3.0,2022.0,12.0,14.0
22370,Tofua,Confirmed,Observations,Reported,0.0,2015,10.0,2.0,2022.0,12.0,3.0
21096,Alaid,Confirmed,Observations,Reported,1.0,2015,9.0,29.0,2016.0,8.0,11.0
21097,Telica,Confirmed,Observations,Reported,2.0,2015,9.0,23.0,2016.0,5.0,11.0
21098,Copahue,Confirmed,Observations,Reported,2.0,2015,9.0,18.0,2016.0,12.0,30.0
21093,Lokon-Empung,Confirmed,Observations,Reported,1.0,2015,8.0,30.0,2015.0,9.0,28.0
21095,Klyuchevskoy,Confirmed,Observations,Reported,3.0,2015,8.0,28.0,2018.0,6.0,15.0
21088,Cotopaxi,Confirmed,Observations,Reported,2.0,2015,8.0,14.0,2016.0,1.0,24.0
22233,San Miguel,Confirmed,Observations,Reported,1.0,2015,8.0,13.0,2015.0,8.0,13.0
21090,Kick 'em Jenny,Confirmed,Observations,Reported,0.0,2015,7.0,23.0,2015.0,7.0,24.0
21087,Gamalama,Confirmed,Observations,Reported,2.0,2015,7.0,16.0,2015.0,9.0,8.0
21086,Sirung,Confirmed,Observations,Reported,1.0,2015,7.0,7.0,2015.0,7.0,8.0
21080,Hakoneyama,Confirmed,Observations,Reported,1.0,2015,6.0,29.0,2015.0,7.0,1.0
21089,Sabancaya,Confirmed,Observations,Reported,1.0,2015,6.0,28.0,2015.0,7.0,9.0
22304,"Lengai, Ol Doinyo",Confirmed,Observations,Reported,0.0,2015,6.0,20.0,2015.0,8.0,24.0
21081,Asamayama,Confirmed,Observations,Reported,1.0,2015,6.0,16.0,2015.0,6.0,16.0
22132,Rincon de la Vieja,Confirmed,Observations,Reported,1.0,2015,6.0,16.0,2016.0,5.0,1.0
22157,Pacaya,Confirmed,Observations,Reported,1.0,2015,6.0,7.0,2021.0,8.0,13.0
21073,Kuchinoerabujima,Confirmed,Observations,Reported,3.0,2015,5.0,29.0,2015.0,6.0,19.0
21075,Wolf,Confirmed,Observations,Reported,4.0,2015,5.0,25.0,2015.0,7.0,16.0
21071,Lokon-Empung,Confirmed,Observations,Reported,1.0,2015,5.0,20.0,2015.0,5.0,27.0
21074,Telica,Confirmed,Observations,Reported,2.0,2015,5.0,7.0,2015.0,5.0,28.0
21072,Bulusan,Confirmed,Observations,Reported,2.0,2015,5.0,1.0,2015.0,7.0,17.0
21092,Axial Seamount,Confirmed,Observations,Seismicity,0.0,2015,4.0,23.0,2015.0,5.0,24.0
21076,Calbuco,Confirmed,Observations,Reported,4.0,2015,4.0,22.0,2015.0,5.0,26.0
20998,Turrialba,Confirmed,Observations,Reported,2.0,2015,3.0,8.0,2019.0,12.0,7.0
22268,San Cristobal,Confirmed,Observations,Reported,2.0,2015,3.0,5.0,2015.0,6.0,12.0
20990,Chikurachki,Confirmed,Observations,Reported,3.0,2015,2.0,16.0,2015.0,2.0,18.0
20982,"Fournaise, Piton de la",Confirmed,Observations,Reported,0.0,2015,2.0,4.0,2015.0,2.0,15.0
20994,San Miguel,Confirmed,Observations,Reported,1.0,2015,1.0,26.0,2015.0,4.0,11.0
22236,Sangay,Confirmed,Observations,Reported,2.0,2015,1.0,18.0,2015.0,4.0,7.0
20988,Soputan,Confirmed,Observations,Reported,3.0,2015,1.0,6.0,2015.0,3.0,7.0
20992,Klyuchevskoy,Confirmed,Observations,Reported,2.0,2015,1.0,1.0,2015.0,5.0,10.0
20983,Hunga Tonga-Hunga Ha'apai,Confirmed,Observations,Reported,2.0,2014,12.0,19.0,2015.0,1.0,23.0
20989,Gamalama,Confirmed,Observations,Reported,2.0,2014,12.0,18.0,2014.0,12.0,25.0
20980,Sinarka,Uncertain,Observations,Reported,1.0,2014,12.0,3.0,2014.0,12.0,3.0
20996,Villarrica,Confirmed,Observations,Reported,1.0,2014,12.0,2.0,2022.0,12.0,19.0
21070,Raung,Confirmed,Observations,Reported,3.0,2014,11.0,23.0,2015.0,8.0,30.0
20977,Fogo,Confirmed,Observations,Reported,3.0,2014,11.0,23.0,2015.0,2.0,8.0
22223,Chirinkotan,Confirmed,Observations,Reported,2.0,2014,11.0,21.0,2015.0,8.0,10.0
20995,"Ruiz, Nevado del",Confirmed,Observations,Reported,2.0,2014,11.0,18.0,2022.0,12.0,19.0
22271,Saunders,Confirmed,Observations,Reported,1.0,2014,11.0,12.0,2022.0,11.0,16.0
20975,Pavlof,Confirmed,Observations,Reported,3.0,2014,11.0,12.0,2014.0,11.0,15.0
20974,Turrialba,Confirmed,Observations,Reported,2.0,2014,10.0,29.0,2014.0,12.0,8.0
22466,Monowai,Confirmed,Observations,Hydrophonic,0.0,2014,10.0,16.0,2014.0,11.0,5.0
20973,Lewotobi,Uncertain,Observations,Reported,2.0,2014,10.0,6.0,2014.0,10.0,6.0
20964,Ontakesan,Confirmed,Observations,Reported,3.0,2014,9.0,27.0,2014.0,10.0,14.0
20961,Rincon de la Vieja,Confirmed,Observations,Reported,1.0,2014,9.0,17.0,2014.0,10.0,24.0
20960,Asosan,Confirmed,Observations,Reported,2.0,2014,8.0,30.0,2016.0,5.0,1.0
20955,Bardarbunga,Confirmed,Observations,Reported,0.0,2014,8.0,29.0,2015.0,2.0,27.0
22222,Pacaya,Confirmed,Observations,Reported,1.0,2014,8.0,25.0,2015.0,2.0,17.0
20959,Mayon,Confirmed,Observations,Reported,0.0,2014,8.0,12.0,2014.0,10.0,19.0
20953,Sabancaya,Uncertain,Observations,Reported,1.0,2014,8.0,5.0,2014.0,12.0,27.0
20952,Kuchinoerabujima,Confirmed,Observations,Reported,1.0,2014,8.0,3.0,2014.0,8.0,3.0
22267,San Cristobal,Confirmed,Observations,Reported,1.0,2014,7.0,20.0,2014.0,10.0,1.0
